LaneNumber	LaneDirection	Volume	Hour	DayNumber	Class
4	2	172	22	0	0
5	2	325	22	0	0
6	2	350	22	0	0
1	1	110	23	0	0
2	1	154	23	0	0
3	1	83	23	0	0
4	2	89	23	0	0
5	2	191	23	0	0
6	2	214	23	0	0
1	1	178	21	1	0
2	1	213	21	1	0
3	1	140	21	1	0
4	2	124	21	1	0
5	2	220	21	1	0
6	2	239	21	1	0
1	1	174	22	1	0
2	1	168	22	1	0
3	1	113	22	1	0
4	2	103	22	1	0
5	2	186	22	1	0
6	2	187	22	1	0
1	1	117	23	1	0
2	1	157	23	1	0
3	1	76	23	1	0
4	2	72	23	1	0
5	2	149	23	1	0
6	2	125	23	1	0
1	1	166	21	2	0
2	1	184	21	2	0
3	1	123	21	2	0
4	2	105	21	2	0
5	2	190	21	2	0
6	2	223	21	2	0
1	1	152	22	2	0
2	1	195	22	2	0
3	1	102	22	2	0
4	2	103	22	2	0
5	2	158	22	2	0
6	2	183	22	2	0
1	1	121	23	2	0
2	1	124	23	2	0
3	1	49	23	2	0
4	2	65	23	2	0
5	2	116	23	2	0
6	2	134	23	2	0
1	1	227	21	3	0
2	1	224	21	3	0
3	1	119	21	3	0
4	2	147	21	3	0
5	2	210	21	3	0
6	2	211	21	3	0
1	1	144	22	3	0
2	1	207	22	3	0
3	1	121	22	3	0
4	2	92	22	3	0
5	2	223	22	3	0
6	2	259	22	3	0
1	1	101	23	3	0
2	1	145	23	3	0
3	1	66	23	3	0
4	2	59	23	3	0
5	2	153	23	3	0
6	2	117	23	3	0
1	1	206	21	4	0
2	1	239	21	4	0
3	1	152	21	4	0
4	2	134	21	4	0
5	2	210	21	4	0
6	2	260	21	4	0
1	1	155	22	4	0
2	1	206	22	4	0
3	1	123	22	4	0
4	2	146	22	4	0
5	2	244	22	4	0
6	2	286	22	4	0
1	1	123	23	4	0
2	1	163	23	4	0
3	1	64	23	4	0
4	2	95	23	4	0
5	2	166	23	4	0
6	2	164	23	4	0
1	1	177	21	0	0
2	1	224	21	0	0
3	1	126	21	0	0
4	2	162	21	0	0
5	2	238	21	0	0
6	2	237	21	0	0
1	1	127	22	0	0
2	1	175	22	0	0
3	1	101	22	0	0
4	2	133	22	0	0
5	2	220	22	0	0
6	2	250	22	0	0
1	1	105	23	0	0
2	1	143	23	0	0
3	1	45	23	0	0
4	2	67	23	0	0
5	2	146	23	0	0
6	2	141	23	0	0
1	1	202	21	1	0
2	1	261	21	1	0
3	1	181	21	1	0
4	2	120	21	1	0
5	2	224	21	1	0
6	2	212	21	1	0
1	1	125	22	1	0
2	1	218	22	1	0
3	1	114	22	1	0
4	2	106	22	1	0
5	2	197	22	1	0
6	2	202	22	1	0
1	1	114	23	1	0
2	1	160	23	1	0
3	1	62	23	1	0
4	2	84	23	1	0
5	2	148	23	1	0
6	2	122	23	1	0
1	1	259	21	2	0
2	1	265	21	2	0
3	1	189	21	2	0
4	2	230	21	2	0
5	2	324	21	2	0
6	2	357	21	2	0
1	1	203	22	2	0
2	1	220	22	2	0
3	1	132	22	2	0
4	2	149	22	2	0
5	2	238	22	2	0
6	2	283	22	2	0
1	1	97	23	2	0
2	1	152	23	2	0
3	1	99	23	2	0
4	2	65	23	2	0
5	2	148	23	2	0
6	2	154	23	2	0
1	1	252	21	3	0
2	1	288	21	3	0
3	1	222	21	3	0
4	2	210	21	3	0
5	2	332	21	3	0
6	2	362	21	3	0
1	1	325	22	3	0
2	1	235	22	3	0
3	1	127	22	3	0
4	2	176	22	3	0
5	2	298	22	3	0
6	2	322	22	3	0
1	1	189	23	3	0
2	1	192	23	3	0
3	1	91	23	3	0
4	2	80	23	3	0
5	2	167	23	3	0
6	2	178	23	3	0
1	1	239	21	4	0
2	1	306	21	4	0
3	1	200	21	4	0
4	2	229	21	4	0
5	2	302	21	4	0
6	2	349	21	4	0
1	1	194	22	4	0
2	1	256	22	4	0
3	1	154	22	4	0
4	2	201	22	4	0
5	2	304	22	4	0
6	2	360	22	4	0
1	1	157	23	4	0
2	1	239	23	4	0
3	1	116	23	4	0
4	2	151	23	4	0
5	2	273	23	4	0
6	2	265	23	4	0
1	1	209	21	0	0
2	1	256	21	0	0
3	1	160	21	0	0
4	2	163	21	0	0
5	2	266	21	0	0
6	2	275	21	0	0
1	1	142	22	0	0
2	1	165	22	0	0
3	1	83	22	0	0
4	2	98	22	0	0
5	2	207	22	0	0
6	2	220	22	0	0
1	1	97	23	0	0
2	1	109	23	0	0
3	1	48	23	0	0
4	2	66	23	0	0
5	2	94	23	0	0
6	2	130	23	0	0
1	1	238	21	1	0
2	1	246	21	1	0
3	1	199	21	1	0
4	2	625	21	1	1
5	2	598	21	1	1
6	2	825	21	1	1
1	1	156	22	1	0
2	1	202	22	1	0
3	1	125	22	1	0
4	2	1193	22	1	1
5	2	869	22	1	1
6	2	1006	22	1	1
1	1	108	23	1	0
2	1	162	23	1	0
3	1	71	23	1	0
4	2	182	23	1	1
5	2	283	23	1	1
6	2	371	23	1	1
1	1	231	21	2	0
2	1	285	21	2	0
3	1	171	21	2	0
4	2	232	21	2	0
5	2	338	21	2	0
6	2	327	21	2	0
1	1	181	22	2	0
2	1	207	22	2	0
3	1	132	22	2	0
4	2	144	22	2	0
5	2	250	22	2	0
6	2	292	22	2	0
1	1	103	23	2	0
2	1	162	23	2	0
3	1	69	23	2	0
4	2	76	23	2	0
5	2	175	23	2	0
6	2	205	23	2	0
1	1	245	21	3	0
2	1	294	21	3	0
3	1	196	21	3	0
4	2	260	21	3	0
5	2	360	21	3	0
6	2	368	21	3	0
1	1	182	22	3	0
2	1	217	22	3	0
3	1	120	22	3	0
4	2	183	22	3	0
5	2	272	22	3	0
6	2	365	22	3	0
1	1	106	23	3	0
2	1	179	23	3	0
3	1	77	23	3	0
4	2	111	23	3	0
5	2	202	23	3	0
6	2	217	23	3	0
1	1	248	21	4	0
2	1	316	21	4	0
3	1	187	21	4	0
4	2	205	21	4	0
5	2	302	21	4	0
6	2	305	21	4	0
1	1	166	22	4	0
2	1	269	22	4	0
3	1	134	22	4	0
4	2	217	22	4	0
5	2	340	22	4	0
6	2	383	22	4	0
1	1	164	23	4	0
2	1	240	23	4	0
3	1	127	23	4	0
4	2	139	23	4	0
5	2	249	23	4	0
6	2	285	23	4	0
1	1	229	21	1	0
2	1	264	21	1	0
3	1	178	21	1	0
4	2	262	21	1	0
5	2	363	21	1	0
6	2	436	21	1	0
1	1	156	22	1	0
2	1	209	22	1	0
3	1	145	22	1	0
4	2	142	22	1	0
5	2	262	22	1	0
6	2	304	22	1	0
1	1	104	23	1	0
2	1	151	23	1	0
3	1	67	23	1	0
4	2	65	23	1	0
5	2	159	23	1	0
6	2	165	23	1	0
1	1	253	21	2	0
2	1	250	21	2	0
3	1	213	21	2	0
4	2	203	21	2	0
5	2	336	21	2	0
6	2	388	21	2	0
1	1	198	22	2	0
2	1	242	22	2	0
3	1	144	22	2	0
4	2	163	22	2	0
5	2	292	22	2	0
6	2	295	22	2	0
1	1	103	23	2	0
2	1	178	23	2	0
3	1	85	23	2	0
4	2	81	23	2	0
5	2	200	23	2	0
6	2	232	23	2	0
1	1	245	21	3	0
2	1	306	21	3	0
3	1	190	21	3	0
4	2	220	21	3	0
5	2	360	21	3	0
6	2	376	21	3	0
1	1	194	22	3	0
2	1	242	22	3	0
3	1	150	22	3	0
4	2	177	22	3	0
5	2	348	22	3	0
6	2	358	22	3	0
1	1	142	23	3	0
2	1	194	23	3	0
3	1	103	23	3	0
4	2	111	23	3	0
5	2	244	23	3	0
6	2	240	23	3	0
1	1	241	21	4	0
2	1	309	21	4	0
3	1	194	21	4	0
4	2	199	21	4	0
5	2	314	21	4	0
6	2	364	21	4	0
1	1	223	21	0	0
2	1	289	21	0	0
3	1	183	21	0	0
4	2	214	21	0	0
5	2	304	21	0	0
6	2	327	21	0	0
1	1	174	22	0	0
2	1	216	22	0	0
3	1	116	22	0	0
4	2	186	22	0	0
5	2	296	22	0	0
6	2	383	22	0	0
1	1	133	23	0	0
2	1	189	23	0	0
3	1	100	23	0	0
4	2	96	23	0	0
5	2	189	23	0	0
6	2	204	23	0	0
1	1	258	21	1	0
2	1	262	21	1	0
3	1	206	21	1	0
4	2	217	21	1	0
5	2	327	21	1	0
6	2	324	21	1	0
1	1	209	22	1	0
2	1	222	22	1	0
3	1	143	22	1	0
4	2	178	22	1	0
5	2	272	22	1	0
6	2	360	22	1	0
1	1	120	23	1	0
2	1	177	23	1	0
3	1	86	23	1	0
4	2	108	23	1	0
5	2	213	23	1	0
6	2	201	23	1	0
